road_spectrum_ratio,cavity_ratio,edge_density,non_road_ratio,average_brightness,defect_type,location_type
6.23,1.01,27.76,62.75,58.32,Crack,Non-Road
63.31,3.41,27.23,8.01,76.13,Crack,Road
72.01,9.71,10.61,7.17,79.08,Damage,Road
57.32,1.37,2.24,5.32,142.75,None,Road
62.63,2.49,27.64,7.42,125.28,Crack,Road
53.63,6.77,12.73,13.26,105.66,Damage,Road
0.0,7.13,13.52,50.67,132.12,Damage,Non-Road
72.36,20.37,12.35,7.74,94.7,Pothole,Road
16.4,5.62,13.7,32.66,59.18,Damage,Non-Road
65.0,0.0,0.9,11.22,131.83,None,Road
1.21,8.5,13.66,43.83,125.26,Damage,Non-Road
17.55,12.12,12.92,42.14,92.52,Damage,Non-Road
17.88,1.62,26.1,73.73,105.5,Crack,Non-Road
25.85,0.64,33.75,80.59,112.73,Crack,Non-Road
75.53,0.7,2.95,4.5,115.61,None,Road
74.71,21.09,9.55,8.3,114.71,Pothole,Road
0.16,26.09,15.19,74.34,60.9,Pothole,Non-Road
60.01,22.96,13.36,8.38,126.53,Pothole,Road
69.99,1.09,40.54,14.07,100.29,Crack,Road
71.16,6.14,11.75,7.35,93.67,Damage,Road
23.31,2.63,35.22,77.97,114.55,Crack,Non-Road
61.44,18.41,6.52,10.75,129.8,Pothole,Road
55.91,1.11,2.03,6.26,91.53,None,Road
77.83,1.46,44.01,2.45,52.81,Crack,Road
72.45,22.6,13.08,4.26,129.92,Pothole,Road
14.55,16.45,13.26,61.99,79.58,Pothole,Non-Road
9.86,10.82,14.5,67.77,134.66,Damage,Non-Road
20.4,10.09,15.98,57.71,140.04,Damage,Non-Road
73.31,21.13,18.95,16.54,91.12,Pothole,Road
10.45,8.44,13.63,82.41,144.14,Damage,Non-Road
69.62,7.66,12.45,6.25,28.35,Damage,Road
74.9,8.18,12.43,4.4,84.0,Pothole,Road
5.27,0.33,2.17,51.42,99.0,None,Non-Road
66.82,21.52,11.1,12.95,100.69,Pothole,Road
15.63,7.86,12.42,65.81,125.07,Damage,Non-Road
8.41,19.29,15.43,77.88,54.53,Pothole,Non-Road
24.08,1.63,30.92,66.07,77.39,Crack,Non-Road
12.48,0.95,2.54,63.58,87.19,None,Non-Road
61.66,16.84,15.33,8.34,115.1,Pothole,Road
15.72,1.71,37.35,54.55,151.45,Crack,Non-Road
12.1,0.56,1.08,70.36,129.96,None,Non-Road
11.59,24.76,18.21,69.77,79.63,Pothole,Non-Road
49.83,21.57,14.06,9.71,136.75,Pothole,Road
66.21,1.52,2.92,8.9,85.71,None,Road
8.39,18.48,14.01,58.49,88.39,Pothole,Non-Road
11.83,9.81,8.81,76.9,104.46,Damage,Non-Road
72.94,18.77,10.5,9.43,80.12,Pothole,Road
65.98,22.83,14.73,3.92,93.08,Pothole,Road
69.2,4.02,10.04,10.05,186.62,Damage,Road
14.58,0.0,21.05,94.21,147.56,Crack,Non-Road
58.18,20.59,14.99,9.24,87.38,Pothole,Road
16.99,1.62,2.09,67.43,94.42,None,Non-Road
0.0,13.55,19.16,69.63,138.76,Pothole,Non-Road
11.87,8.18,7.89,42.93,123.49,Damage,Non-Road
48.56,23.6,12.16,6.83,174.3,Pothole,Road
78.72,16.25,18.8,12.18,66.29,Pothole,Road
12.11,22.21,15.5,69.31,130.67,Pothole,Non-Road
81.91,3.21,36.01,6.42,130.02,Crack,Road
14.66,5.93,10.23,68.08,129.07,Damage,Non-Road
71.55,24.97,8.46,5.09,103.2,Pothole,Road
19.98,0.55,2.25,33.69,80.77,None,Non-Road
5.96,1.24,2.39,72.4,139.16,None,Non-Road
76.51,1.17,1.4,9.58,64.97,None,Road
18.52,8.64,12.58,57.33,128.78,Damage,Non-Road
4.85,3.03,28.88,61.52,58.61,Crack,Non-Road
16.38,19.97,13.29,39.52,128.53,Pothole,Non-Road
10.25,7.64,11.31,65.26,144.98,Damage,Non-Road
12.51,1.13,25.0,65.69,125.74,Crack,Non-Road
68.77,20.69,17.85,5.84,104.89,Pothole,Road
9.22,12.11,12.04,59.86,126.13,Damage,Non-Road
13.36,0.86,2.55,77.14,141.23,None,Non-Road
66.26,0.42,2.73,6.56,87.47,None,Road
7.51,1.23,1.34,66.27,145.46,None,Non-Road
73.13,0.45,24.53,8.34,84.39,Crack,Road
91.91,4.57,11.09,0.0,101.51,Damage,Road
20.56,9.74,6.89,77.22,128.25,Damage,Non-Road
67.02,17.66,18.34,15.7,106.08,Pothole,Road
11.46,25.5,12.79,58.28,146.29,Pothole,Non-Road
15.26,17.98,9.76,65.19,121.28,Pothole,Non-Road
11.96,10.29,16.36,62.93,136.94,Damage,Non-Road
12.86,6.27,13.68,68.45,0.0,Damage,Non-Road
16.84,18.29,13.74,79.4,114.65,Pothole,Non-Road
7.37,8.69,12.24,71.46,118.98,Damage,Non-Road
71.68,0.37,2.53,6.44,95.52,None,Road
7.06,2.08,45.93,56.67,83.85,Crack,Non-Road
12.63,1.44,33.66,78.1,109.31,Crack,Non-Road
17.18,1.14,1.49,86.59,125.91,None,Non-Road
58.07,13.21,11.92,13.14,79.22,Damage,Road
78.99,1.15,2.21,5.45,70.6,None,Road
63.42,17.72,13.63,3.12,78.07,Pothole,Road
15.97,1.76,36.66,63.75,91.59,Crack,Non-Road
63.26,11.02,7.63,11.51,99.85,Damage,Road
59.93,6.28,7.41,5.86,59.83,Damage,Road
59.08,2.18,34.02,10.71,73.83,Crack,Road
16.72,0.97,2.49,49.62,90.5,None,Non-Road
74.75,1.18,2.87,4.29,134.44,None,Road
77.6,7.84,11.15,0.0,114.55,Damage,Road
74.89,2.94,36.54,9.56,157.43,Crack,Road
67.42,16.33,17.12,9.13,118.72,Pothole,Road
65.1,0.67,1.84,11.36,82.59,None,Road
5.11,1.77,26.01,77.41,117.97,Crack,Non-Road
71.44,19.86,12.9,10.44,97.77,Pothole,Road
18.36,19.82,17.29,66.11,153.48,Pothole,Non-Road
17.39,22.43,13.74,62.5,89.99,Pothole,Non-Road
18.11,2.09,32.31,89.75,94.21,Crack,Non-Road
66.47,1.63,26.48,3.62,56.11,Crack,Road
78.79,0.92,1.87,8.17,95.96,None,Road
13.08,25.92,15.67,77.78,82.85,Pothole,Non-Road
75.35,1.96,32.89,10.2,130.49,Crack,Road
0.0,1.02,1.99,79.34,108.35,None,Non-Road
62.04,0.72,1.1,10.22,129.16,None,Road
12.75,1.28,28.16,79.05,66.73,Crack,Non-Road
15.08,1.29,35.89,75.04,119.2,Crack,Non-Road
7.13,3.82,33.04,70.96,115.65,Crack,Non-Road
70.85,2.34,32.26,6.93,141.29,Crack,Road
76.06,25.5,10.98,8.68,150.27,Pothole,Road
71.14,0.64,2.06,8.44,131.11,None,Road
7.4,17.52,11.46,53.87,98.55,Pothole,Non-Road
13.64,25.72,17.6,59.56,74.56,Pothole,Non-Road
17.81,0.3,1.95,74.06,143.49,None,Non-Road
68.03,0.6,2.41,10.06,142.1,None,Road
71.62,8.46,17.03,15.84,154.41,Damage,Road
15.13,9.06,10.9,72.14,61.88,Damage,Non-Road
4.04,22.69,7.76,57.83,110.31,Pothole,Non-Road
21.72,10.26,14.59,54.83,97.76,Damage,Non-Road
8.54,1.72,32.24,51.82,90.71,Crack,Non-Road
19.85,9.37,12.56,41.55,84.14,Damage,Non-Road
16.94,0.27,0.92,71.86,123.36,None,Non-Road
11.53,7.58,11.24,61.37,127.75,Damage,Non-Road
65.55,26.68,11.17,7.48,158.44,Pothole,Road
74.28,1.47,26.95,10.65,105.62,Crack,Road
13.03,7.0,14.85,52.18,126.03,Damage,Non-Road
52.64,1.21,1.94,6.38,121.1,None,Road
86.5,0.14,0.82,9.37,144.78,None,Road
14.03,5.75,11.09,68.09,105.5,Pothole,Non-Road
74.47,0.91,2.8,6.25,146.95,None,Road
82.85,2.76,31.4,11.27,200.28,Crack,Road
70.62,3.63,27.02,11.06,57.67,Crack,Road
17.94,0.31,30.44,70.32,96.28,Crack,Non-Road
65.26,0.02,0.0,7.56,71.18,None,Road
71.51,2.62,31.86,9.42,100.01,Crack,Road
7.76,7.01,13.97,62.75,93.72,Damage,Non-Road
74.85,1.17,1.33,8.85,124.56,None,Road
61.25,0.4,1.32,11.66,104.71,None,Road
16.77,1.35,0.22,46.7,49.84,None,Non-Road
66.73,1.03,1.18,5.5,87.07,None,Road
19.94,3.88,37.55,84.16,71.91,Crack,Non-Road
4.7,0.79,1.74,70.78,69.67,None,Non-Road
11.08,1.51,31.9,61.61,127.92,Crack,Non-Road
7.89,1.22,3.84,64.62,125.2,None,Non-Road
6.91,12.9,15.2,73.25,145.74,Pothole,Non-Road
2.71,2.12,3.55,54.04,80.42,None,Non-Road
72.19,1.11,1.67,2.55,137.42,None,Road
21.9,1.34,38.02,72.77,28.51,Crack,Non-Road
15.08,1.71,29.51,87.64,131.95,Crack,Non-Road
24.8,2.51,40.97,62.99,99.01,Crack,Non-Road
13.9,7.62,10.46,78.94,163.4,Damage,Non-Road
76.6,1.19,2.39,2.08,143.81,None,Road
20.82,9.92,7.21,54.8,93.39,Damage,Non-Road
1.46,2.15,2.83,63.67,88.32,None,Non-Road
18.64,25.89,13.52,57.5,80.59,Pothole,Non-Road
63.99,1.47,29.21,11.14,104.07,Crack,Road
77.88,8.83,10.68,9.12,142.23,Damage,Road
7.73,4.8,14.81,67.06,103.5,Damage,Non-Road
12.1,1.39,31.24,64.48,106.69,Crack,Non-Road
78.6,24.33,12.02,12.44,104.95,Pothole,Road
2.5,1.29,1.26,53.93,110.24,None,Non-Road
13.68,1.96,39.2,63.48,152.83,Crack,Non-Road
74.36,23.92,15.55,9.59,135.76,Pothole,Road
4.84,10.11,15.15,55.25,133.54,Damage,Non-Road
69.7,24.74,16.17,17.55,113.35,Pothole,Road
79.53,2.32,42.26,17.35,134.3,Crack,Road
85.66,7.82,13.24,12.18,124.05,Damage,Road
82.09,19.6,14.45,9.43,73.35,Pothole,Road
70.85,0.71,1.6,8.63,167.33,None,Road
69.37,1.95,36.45,11.14,102.16,Crack,Road
6.11,32.82,17.95,62.45,150.25,Pothole,Non-Road
56.85,18.05,11.64,6.54,86.0,Pothole,Road
16.23,25.89,8.34,74.57,136.46,Pothole,Non-Road
65.81,0.68,3.62,9.28,92.37,None,Road
14.47,1.66,27.79,85.03,95.3,Crack,Non-Road
11.84,1.11,0.83,57.25,125.43,None,Non-Road
79.69,1.84,1.16,4.37,145.08,None,Road
12.85,13.36,19.22,61.68,131.94,Pothole,Non-Road
15.21,21.93,7.83,67.72,141.52,Pothole,Non-Road
8.75,2.26,27.57,47.22,132.79,Crack,Non-Road
3.23,14.49,12.18,56.0,100.18,Pothole,Non-Road
60.44,0.39,0.45,3.44,125.54,None,Road
3.14,18.54,16.04,76.67,60.38,Pothole,Non-Road
6.03,1.36,38.3,50.75,104.63,Crack,Non-Road
72.82,4.76,12.57,3.95,116.51,Damage,Road
80.12,0.96,2.38,6.46,161.14,None,Road
11.51,20.8,11.87,83.26,138.99,Pothole,Non-Road
61.93,21.27,11.62,0.0,142.85,Pothole,Road
14.47,2.88,35.19,73.1,106.81,Crack,Non-Road
48.79,14.27,15.37,5.72,149.93,Damage,Road
63.39,27.73,14.77,15.39,109.65,Pothole,Road
69.43,1.04,38.48,5.26,115.89,Crack,Road
19.16,1.71,27.96,69.63,122.35,Crack,Non-Road
65.67,16.4,10.96,14.7,57.2,Pothole,Road
18.86,21.84,11.0,61.86,121.36,Pothole,Non-Road
75.62,1.61,28.76,9.84,159.56,Crack,Road
11.65,1.32,28.29,50.67,147.82,Crack,Non-Road
88.69,24.0,13.36,9.43,93.8,Pothole,Road
75.95,0.82,2.06,10.29,133.28,None,Road
14.04,11.3,3.98,59.65,114.9,Damage,Non-Road
1.86,6.31,12.93,87.72,134.92,Damage,Non-Road
79.05,7.08,18.7,9.29,100.11,Damage,Road
70.16,6.02,11.87,2.0,150.79,Damage,Road
3.4,6.66,15.03,67.72,147.42,Damage,Non-Road
10.66,13.34,10.92,77.36,64.81,Pothole,Non-Road
61.33,1.05,1.42,7.0,98.96,None,Road
64.31,8.9,8.09,10.13,137.63,Damage,Road
63.48,1.79,31.35,18.79,168.34,Crack,Road
62.16,2.22,42.95,10.32,110.24,Crack,Road
73.63,1.21,26.7,6.15,112.58,Crack,Road
10.0,21.32,17.43,61.45,170.18,Pothole,Non-Road
70.74,3.5,32.59,8.09,95.73,Crack,Road
15.07,2.31,39.6,60.95,90.63,Crack,Non-Road
73.12,0.95,32.33,9.08,127.14,Crack,Road
7.91,0.83,2.78,64.22,111.56,None,Non-Road
8.77,3.06,40.31,66.99,105.52,Crack,Non-Road
71.36,18.14,16.23,8.09,120.45,Pothole,Road
20.96,7.17,10.65,45.97,108.0,Damage,Non-Road
79.99,8.19,18.86,7.79,132.36,Damage,Road
12.41,8.4,14.75,61.64,125.23,Damage,Non-Road
55.14,0.86,0.0,7.46,96.54,None,Road
71.77,19.43,16.54,9.29,117.11,Pothole,Road
68.62,2.24,35.46,12.11,87.58,Crack,Road
24.57,0.77,23.33,79.63,126.38,Crack,Non-Road
2.56,9.24,11.49,77.37,106.15,Damage,Non-Road
71.61,0.38,1.93,13.11,108.47,None,Road
23.42,1.16,1.7,77.16,90.72,None,Non-Road
8.74,1.89,34.09,55.06,134.7,Crack,Non-Road
71.73,2.93,28.88,8.43,100.12,Crack,Road
10.01,1.43,33.69,53.39,149.88,Crack,Non-Road
13.46,18.55,14.21,60.32,137.64,Pothole,Non-Road
15.58,0.03,35.65,70.05,73.97,Crack,Non-Road
70.16,25.38,15.08,8.72,95.04,Pothole,Road
9.15,4.16,26.91,73.03,95.06,Crack,Non-Road
65.4,1.83,28.32,4.74,84.06,Crack,Road
13.81,8.57,12.1,62.65,125.18,Damage,Non-Road
11.98,0.78,1.42,75.35,97.43,None,Non-Road
66.13,19.93,16.05,7.82,127.72,Pothole,Road
10.79,1.44,25.89,83.19,94.09,Crack,Non-Road
9.05,1.55,1.38,71.53,140.59,None,Non-Road
5.59,1.48,1.58,74.27,61.8,None,Non-Road
21.76,2.36,36.7,60.22,111.06,Crack,Non-Road
59.01,20.46,15.17,13.51,43.39,Pothole,Road
85.63,15.76,18.44,5.98,168.88,Pothole,Road
59.47,1.49,2.86,6.57,175.97,None,Road
17.7,1.36,2.27,62.44,158.61,None,Non-Road
75.98,3.33,22.67,6.44,136.38,Crack,Road
6.36,0.89,39.67,71.27,105.31,Crack,Non-Road
79.3,0.6,2.42,10.09,104.05,None,Road
61.04,8.16,12.36,12.46,66.68,Damage,Road
76.0,0.82,1.18,4.02,167.04,None,Road
74.88,10.6,17.49,3.55,130.22,Pothole,Road
67.75,7.02,16.01,7.2,102.08,Damage,Road
21.29,18.36,17.41,52.16,85.66,Pothole,Non-Road
2.96,3.52,36.58,73.72,113.5,Crack,Non-Road
15.69,14.9,12.3,82.02,142.53,Pothole,Non-Road
6.54,1.3,2.7,56.63,84.16,None,Non-Road
4.95,6.57,14.22,48.29,89.34,Damage,Non-Road
64.91,7.18,7.51,1.57,126.25,Damage,Road
64.98,1.23,39.88,4.41,105.42,Crack,Road
65.85,8.44,12.35,5.57,111.63,Damage,Road
70.88,1.49,0.0,11.09,103.2,None,Road
14.79,21.86,13.42,45.26,73.08,Pothole,Non-Road
12.28,7.35,18.02,76.58,80.45,Damage,Non-Road
19.7,0.7,2.65,71.67,58.67,None,Non-Road
22.93,1.31,2.02,75.59,153.55,None,Non-Road
18.23,6.73,6.51,59.73,137.45,Damage,Non-Road
62.75,25.38,12.16,5.1,138.64,Pothole,Road
80.93,12.23,4.71,6.64,136.04,Damage,Road
64.06,23.82,14.3,2.8,184.48,Pothole,Road
92.25,1.4,2.48,7.03,116.87,None,Road
10.09,8.83,15.15,73.67,150.18,Damage,Non-Road
76.16,0.56,1.93,4.07,110.16,None,Road
80.07,5.31,11.46,10.2,90.56,Damage,Road
60.32,7.85,15.22,2.78,103.92,Damage,Road
9.19,7.01,11.57,86.11,108.28,Damage,Non-Road
1.28,1.09,3.37,70.72,90.64,None,Non-Road
14.41,24.98,13.12,40.7,126.97,Pothole,Non-Road
73.07,16.47,8.37,11.03,83.75,Pothole,Road
68.46,1.2,1.39,9.92,135.3,None,Road
72.22,0.77,3.71,7.45,72.96,None,Road
11.09,1.86,36.85,86.36,123.87,Crack,Non-Road
12.95,9.33,12.34,59.96,136.19,Damage,Non-Road
72.3,22.06,19.42,12.41,115.36,Pothole,Road
60.71,0.0,1.78,10.16,163.47,None,Road
0.2,1.42,0.54,67.55,147.1,None,Non-Road
81.48,2.49,34.01,7.34,135.87,Crack,Road
26.16,3.24,35.7,55.87,73.91,Crack,Non-Road
80.39,6.13,14.48,7.49,114.2,Damage,Road
7.34,18.37,12.7,56.63,87.73,Pothole,Non-Road
70.77,1.91,1.17,9.66,129.43,None,Road
70.07,1.94,28.81,5.61,150.85,Crack,Road
12.86,8.92,16.21,81.57,88.75,Damage,Non-Road
70.93,13.16,14.46,13.38,121.28,Damage,Road
68.57,1.5,2.87,9.73,99.33,None,Road
8.37,7.75,11.6,65.36,78.84,Damage,Non-Road
22.67,1.11,0.81,54.15,169.14,None,Non-Road
67.95,0.31,1.7,12.22,152.73,None,Road
74.18,0.46,2.22,2.21,136.46,None,Road
70.23,0.95,2.26,4.29,113.09,None,Road
0.0,1.74,0.18,74.43,95.58,None,Non-Road
13.06,0.44,29.09,68.61,69.9,Crack,Non-Road
57.44,19.01,13.78,5.09,128.62,Pothole,Road
5.33,0.85,2.22,74.5,112.05,None,Non-Road
1.94,2.26,31.01,61.52,60.65,Crack,Non-Road
1.93,9.09,11.94,73.45,72.38,Damage,Non-Road
1.08,8.46,9.12,50.74,93.32,Damage,Non-Road
69.91,2.14,22.46,6.58,188.46,Crack,Road
73.18,1.36,33.62,6.12,98.25,Crack,Road
4.74,0.9,2.34,74.16,80.6,None,Non-Road
22.52,0.88,2.97,60.99,106.16,None,Non-Road
11.37,1.33,29.21,52.42,75.66,Crack,Non-Road
12.64,0.78,28.39,45.93,119.14,Crack,Non-Road
13.4,1.45,38.54,75.28,98.02,Crack,Non-Road
5.06,3.18,38.61,60.11,121.73,Crack,Non-Road
14.87,21.43,14.49,98.04,113.52,Pothole,Non-Road
2.48,1.97,37.48,66.3,24.12,Crack,Non-Road
64.76,9.9,17.09,5.05,81.02,Damage,Road
9.18,1.33,1.48,43.75,101.36,None,Non-Road
13.8,11.18,13.98,68.63,64.97,Pothole,Non-Road
11.17,19.53,11.81,40.28,164.94,Pothole,Non-Road
19.05,7.98,13.8,72.93,92.48,Damage,Non-Road
15.93,25.34,18.17,53.26,85.58,Pothole,Non-Road
14.06,0.72,29.76,90.18,79.14,Crack,Non-Road
1.62,1.67,1.91,49.0,109.28,None,Non-Road
15.2,8.94,13.44,50.91,122.82,Damage,Non-Road
69.84,2.54,26.53,10.05,180.75,Crack,Road
72.52,14.6,16.59,10.62,106.65,Pothole,Road
73.77,0.98,0.36,4.97,136.72,None,Road
9.43,10.48,9.48,74.7,165.04,Damage,Non-Road
72.29,2.27,23.17,7.0,124.61,Crack,Road
8.74,0.86,2.07,51.88,78.51,None,Non-Road
10.02,17.64,13.14,52.42,144.26,Pothole,Non-Road
57.28,9.1,8.51,10.69,115.38,Damage,Road
22.9,2.99,33.26,53.49,90.5,Crack,Non-Road
13.91,11.18,13.07,65.21,107.04,Damage,Non-Road
13.87,0.66,0.83,45.95,121.6,None,Non-Road
85.91,6.99,9.91,10.03,62.9,Damage,Road
9.89,19.95,15.95,79.08,114.09,Pothole,Non-Road
15.2,0.96,2.08,84.18,53.95,None,Non-Road
71.56,2.73,29.98,11.68,54.68,Crack,Road
85.27,22.52,13.85,10.78,136.24,Pothole,Road
81.92,2.23,26.73,5.97,107.02,Crack,Road
18.25,2.53,32.47,65.65,97.32,Crack,Non-Road
72.95,1.44,0.9,9.52,96.4,None,Road
83.4,21.97,15.97,7.97,99.94,Pothole,Road
82.03,1.44,22.59,4.68,136.88,Crack,Road
75.49,0.29,25.91,1.9,155.12,Crack,Road
56.11,2.84,31.55,9.74,88.33,Crack,Road
12.52,1.23,1.84,61.47,142.38,None,Non-Road
67.91,8.57,14.99,5.04,99.19,Damage,Road
58.82,5.43,8.36,3.73,95.63,Damage,Road
8.22,4.6,9.1,79.43,89.57,Damage,Non-Road
71.57,13.8,14.77,4.38,143.12,Pothole,Road
17.22,4.9,8.39,49.87,136.58,Damage,Non-Road
14.04,1.24,2.61,71.04,145.66,None,Non-Road
71.83,0.0,0.33,1.17,86.85,None,Road
55.73,0.95,23.98,4.29,121.08,Crack,Road
63.6,8.71,15.88,4.19,100.2,Damage,Road
0.73,11.75,14.11,50.98,105.03,Damage,Non-Road
6.12,10.55,15.86,84.36,133.98,Damage,Non-Road
12.49,8.03,11.3,75.57,138.11,Damage,Non-Road
27.62,19.0,12.42,55.98,111.03,Pothole,Non-Road
4.37,0.91,1.27,65.17,137.14,None,Non-Road
69.13,2.32,32.96,8.71,125.18,Crack,Road
12.11,1.81,27.21,85.83,137.64,Crack,Non-Road
12.86,3.13,28.17,74.49,112.25,Crack,Non-Road
70.82,18.25,15.83,4.43,128.96,Pothole,Road
80.51,0.73,2.89,13.67,145.08,None,Road
12.05,11.83,13.99,50.24,57.66,Damage,Non-Road
63.11,1.25,1.71,6.32,129.84,None,Road
79.53,2.15,23.42,11.27,109.4,Crack,Road
21.96,24.79,12.75,50.51,132.53,Pothole,Non-Road
84.06,1.99,3.18,14.81,131.85,None,Road
81.64,18.46,17.11,13.43,117.46,Pothole,Road
9.69,0.67,4.52,54.74,133.26,None,Non-Road
8.77,17.38,16.59,86.97,75.29,Pothole,Non-Road
70.62,7.44,12.98,12.48,49.73,Damage,Road
57.49,17.08,16.13,0.0,78.32,Pothole,Road
4.87,0.71,4.2,76.45,167.08,None,Non-Road
69.37,8.88,7.56,15.12,103.51,Damage,Road
2.65,0.0,35.74,68.84,78.57,Crack,Non-Road
6.22,3.35,39.34,70.95,113.73,Crack,Non-Road
18.66,0.93,38.51,38.78,95.12,Crack,Non-Road
20.1,0.94,1.64,67.35,90.04,None,Non-Road
73.16,1.51,0.35,10.31,101.78,None,Road
79.67,18.19,20.94,5.33,88.89,Pothole,Road
11.44,1.93,24.56,68.9,88.67,Crack,Non-Road
10.18,4.39,38.26,94.77,106.11,Crack,Non-Road
16.44,3.46,31.07,80.58,136.33,Crack,Non-Road
75.27,23.98,15.73,8.93,101.15,Pothole,Road
75.31,2.65,29.49,16.54,103.74,Crack,Road
76.32,8.28,13.21,8.98,107.24,Damage,Road
8.73,20.54,8.24,69.45,86.35,Pothole,Non-Road
78.34,1.41,30.07,5.17,130.54,Crack,Road
14.97,0.0,33.28,51.37,70.16,Crack,Non-Road
10.7,0.94,2.41,59.23,93.4,None,Non-Road
84.28,20.21,13.39,5.53,116.64,Pothole,Road
12.86,24.09,12.87,63.64,134.1,Pothole,Non-Road
20.13,20.87,12.88,55.02,89.8,Pothole,Non-Road
5.09,9.43,9.43,50.72,131.18,Damage,Non-Road
65.48,5.41,8.73,11.21,85.13,Damage,Road
9.48,2.17,38.16,83.0,111.88,Crack,Non-Road
79.05,5.81,6.32,3.39,109.23,Damage,Road
64.93,11.7,11.71,5.53,82.08,Damage,Road
68.35,1.89,3.49,11.46,48.72,None,Road
8.69,0.33,1.96,56.3,111.91,None,Non-Road
72.18,20.41,12.81,7.21,97.42,Pothole,Road
65.45,20.16,15.3,4.81,98.18,Pothole,Road
7.28,8.86,9.79,85.65,99.0,Damage,Non-Road
13.96,1.09,2.27,63.99,134.29,None,Non-Road
18.96,1.44,22.94,75.46,113.6,Crack,Non-Road
80.85,24.01,15.08,7.71,90.65,Pothole,Road
14.88,8.72,14.46,60.4,90.19,Damage,Non-Road
73.74,1.65,3.3,8.62,123.17,None,Road
13.79,22.74,15.15,58.14,107.03,Pothole,Non-Road
75.04,1.24,1.91,9.34,109.54,None,Road
11.59,2.39,37.83,89.83,133.88,Crack,Non-Road
10.63,0.11,2.38,89.53,76.92,None,Non-Road
2.95,0.89,2.22,60.58,131.27,None,Non-Road
70.21,0.52,1.4,5.6,64.69,None,Road
5.51,4.56,11.2,73.06,95.79,Damage,Non-Road
73.16,9.27,12.88,13.52,117.48,Damage,Road
8.71,0.71,1.24,55.67,139.51,None,Non-Road
5.38,1.76,36.27,52.93,121.52,Crack,Non-Road
69.83,1.64,1.09,14.27,106.8,None,Road
75.6,2.36,34.33,8.28,122.76,Crack,Road
5.76,10.92,10.09,49.19,91.7,Damage,Non-Road
4.72,9.86,11.16,90.37,71.44,Damage,Non-Road
16.19,3.92,34.67,60.86,124.76,Crack,Non-Road
8.79,0.95,0.17,52.93,147.86,None,Non-Road
73.43,19.42,13.75,12.64,130.61,Pothole,Road
70.47,19.4,10.9,13.23,62.34,Pothole,Road
61.17,1.37,2.75,5.12,80.97,None,Road
13.47,2.43,29.46,61.43,99.43,Crack,Non-Road
60.9,1.28,2.61,8.48,75.92,None,Road
10.07,4.61,14.55,56.95,99.8,Damage,Non-Road
83.53,6.57,6.79,7.02,99.37,Damage,Road
56.98,10.45,16.04,10.95,112.0,Damage,Road
77.14,19.29,14.62,13.88,100.94,Pothole,Road
23.41,0.5,2.5,72.49,124.53,None,Non-Road
8.66,0.75,28.82,45.41,110.7,Crack,Non-Road
10.26,1.19,35.78,37.52,76.16,Crack,Non-Road
19.45,1.42,36.36,74.3,127.25,Crack,Non-Road
15.06,10.43,14.5,71.49,90.6,Damage,Non-Road
9.61,4.32,32.73,70.79,64.39,Crack,Non-Road
25.44,2.02,37.9,59.73,81.58,Crack,Non-Road
11.81,0.92,33.69,64.14,171.56,Crack,Non-Road
76.86,12.17,12.58,5.66,143.14,Damage,Road
58.44,17.62,13.52,11.62,132.88,Pothole,Road
7.96,1.31,3.5,49.71,118.78,None,Non-Road
14.63,1.29,0.42,63.22,109.8,None,Non-Road
9.0,2.97,20.95,52.49,118.21,Crack,Non-Road
13.56,21.18,13.62,71.02,94.02,Pothole,Non-Road
95.09,23.7,10.06,13.73,74.41,Pothole,Road
14.65,0.23,40.73,54.69,125.9,Crack,Non-Road
16.52,6.75,10.86,74.24,87.06,Damage,Non-Road
21.06,8.3,11.98,83.33,114.19,Damage,Non-Road
19.5,2.44,30.9,53.72,73.25,Crack,Non-Road
12.15,2.11,2.45,81.81,168.44,None,Non-Road
61.94,5.17,9.78,9.13,127.4,Damage,Road
90.2,10.19,15.75,10.13,76.97,Damage,Road
83.38,16.23,18.43,5.52,140.33,Pothole,Road
22.34,9.6,3.72,48.96,102.52,Damage,Non-Road
84.04,18.14,13.55,14.29,107.78,Pothole,Road
74.47,1.94,0.0,2.72,34.89,None,Road
76.8,1.24,25.3,3.17,122.69,Crack,Road
7.74,6.83,13.07,62.37,144.82,Damage,Non-Road
71.44,4.1,22.54,6.37,109.56,Crack,Road
5.55,1.45,41.77,63.34,107.42,Crack,Non-Road
10.01,16.02,8.55,47.12,134.97,Pothole,Non-Road
14.73,8.01,17.22,85.95,142.98,Damage,Non-Road
66.82,1.74,34.79,2.25,95.92,Crack,Road
8.33,22.95,10.95,83.99,109.73,Pothole,Non-Road
74.97,7.84,14.21,14.64,169.8,Damage,Road
9.46,1.83,3.24,78.99,80.19,None,Non-Road
10.76,0.24,34.85,50.89,140.1,Crack,Non-Road
58.75,25.99,12.17,7.7,102.78,Pothole,Road
60.22,8.43,11.16,5.97,112.73,Damage,Road
68.74,3.49,25.16,13.32,149.49,Crack,Road
67.03,0.84,30.44,10.92,81.43,Crack,Road
84.28,19.1,11.21,8.05,198.07,Pothole,Road
64.92,5.97,15.19,7.2,96.92,Damage,Road
67.14,0.48,29.68,6.37,138.83,Crack,Road
10.24,8.0,16.53,49.08,126.0,Damage,Non-Road
11.92,0.84,4.39,64.28,126.25,None,Non-Road
